City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,arraial do cabo,-22.9661,-42.0278,22.08,83,11,2.26,BR,1730352465
365,phan rang-thap cham,11.5667,108.9833,30.48,63,100,3.77,VN,1730352466
366,moose jaw,50.4001,-105.5344,4.14,60,49,4.63,CA,1730352467
367,zouerate,22.7187,-12.4521,22.68,33,93,3.07,MR,1730352468
368,sampit,-2.5333,112.95,33.09,54,100,0.7,ID,1730352469
369,bethanie,-26.4833,17.15,20.68,22,0,2.65,NA,1730352470
370,florence,43.7667,11.25,16.16,66,1,1.36,IT,1730352471
371,kiama,-34.6833,150.8667,21.99,76,80,0.89,AU,1730352472
372,benjamin constant,-4.3831,-70.0311,24.07,80,96,1.14,BR,1730352474
373,togur,58.3631,82.8265,-1.36,77,86,1.48,RU,1730352475
374,mesoraca,39.0768,16.7889,13.18,76,0,2.16,IT,1730352476
375,laguna,38.421,-121.4238,14.1,68,100,2.57,US,1730352477
376,san buenaventura,27.0833,-101.5333,26.15,52,0,1.22,MX,1730352478
377,stephenville,32.2207,-98.2023,24.07,71,0,3.6,US,1730352479
378,kismayo,-0.3582,42.5454,27.17,70,95,3.7,SO,1730352480
379,badger,64.8,-147.5333,-14.8,83,40,3.09,US,1730352481
380,srandakan,-7.9386,110.2506,29.87,67,96,4.87,ID,1730352482
381,utrik,11.2278,169.8474,28.62,77,100,5.52,MH,1730352484
382,posto fiscal rolim de moura,-13.0833,-62.2667,24.23,73,56,0.6,BR,1730352485
383,manga,11.6636,-1.0731,24.82,45,74,1.27,BF,1730352486
384,berre-l'etang,43.4781,5.1704,14.11,82,0,1.03,FR,1730352487
385,polyarnyy,69.1989,33.4478,-0.49,78,88,8.96,RU,1730352488
386,i-n-salah,27.1935,2.4607,25.22,22,66,3.3,DZ,1730352489
387,puerto deseado,-47.7503,-65.8938,13.13,59,100,2.71,AR,1730352490
388,n'zeto,-7.2312,12.8666,24.49,82,96,3.03,AO,1730352491
389,takeo,10.9167,104.8333,32.0,57,100,2.67,KH,1730352493
390,belmonte,-15.8631,-38.8828,22.38,91,97,1.7,BR,1730352494
391,ust-tsilma,65.441,52.1498,2.28,78,100,6.03,RU,1730352495
392,kitimat,54.0524,-128.6534,6.06,28,100,1.12,CA,1730352496
393,shalqar,47.8333,59.6,3.06,96,100,0.94,KZ,1730352497
394,saint-pierre,-21.3393,55.4781,26.82,54,0,2.06,RE,1730352498
395,fort mcmurray,56.7268,-111.381,-5.23,86,100,2.06,CA,1730352499
396,mumford,5.2618,-0.759,24.83,88,52,1.6,GH,1730352500
397,luderitz,-26.6481,15.1594,20.16,51,0,3.25,NA,1730352501
398,gaspe,48.8334,-64.4819,10.12,81,100,2.06,CA,1730352503
399,erenhot,43.6475,111.9767,10.81,37,0,5.33,CN,1730352504
400,ardestan,33.3761,52.3694,14.58,31,100,1.02,IR,1730352505
401,sakakah,29.9697,40.2064,16.76,44,1,2.51,SA,1730352506
402,nadym,65.5333,72.5167,-5.04,90,99,4.56,RU,1730352507
403,sile,41.1754,29.6133,13.96,74,33,4.33,TR,1730352508
404,makinsk,52.6292,70.4169,2.03,81,99,3.3,KZ,1730352509
405,bhimunipatnam,17.8833,83.4333,30.73,68,30,0.84,IN,1730352511
406,yangambi,0.8102,24.4336,21.2,99,100,0.67,CD,1730352512
407,afaahiti,-17.75,-149.2833,23.13,69,54,7.04,PF,1730352513
408,kinston,35.2627,-77.5816,16.81,94,0,0.0,US,1730352399
409,zalingei,12.9096,23.4741,21.74,30,6,1.77,SD,1730352515
410,konarka,19.9,86.1167,29.74,63,0,2.55,IN,1730352516
411,guijuelo,40.5576,-5.6707,10.18,92,100,1.58,ES,1730352517
412,quibala,-10.7337,14.98,17.17,98,99,1.0,AO,1730352518
413,inarajan village,13.2736,144.7484,31.54,81,7,8.12,GU,1730352519
414,mount isa,-20.7333,139.5,38.87,11,35,5.66,AU,1730352521
415,pimentel,-6.8367,-79.9342,18.16,77,0,5.14,PE,1730352522
416,graaff-reinet,-32.2522,24.5308,12.18,80,0,0.51,ZA,1730352523
417,nikolayevsk-on-amure,53.1406,140.73,-1.11,64,55,4.84,RU,1730352524
418,formosa do rio preto,-11.0483,-45.1931,22.3,86,100,1.93,BR,1730352525
419,buckhannon,38.994,-80.232,16.27,79,76,1.95,US,1730352526
420,selfoss,63.9331,-20.9971,2.25,75,99,4.03,IS,1730352527
421,gaalkacyo,6.7697,47.4308,25.93,61,6,5.58,SO,1730352528
422,shimoda,34.6667,138.95,19.35,63,99,3.68,JP,1730352530
423,mokhsogollokh,61.4681,128.9203,-13.06,78,32,0.63,RU,1730352531
424,governador valadares,-18.8511,-41.9494,20.96,93,100,0.54,BR,1730352532
425,capelinha,-17.6914,-42.5158,15.9,99,100,1.01,BR,1730352533
426,lawas,13.764,121.0566,26.49,90,100,6.35,PH,1730352534
427,dryden,49.7833,-92.7503,0.16,74,20,1.03,CA,1730352535
428,vila velha,-20.3297,-40.2925,22.19,93,75,4.02,BR,1730352537
429,jizzax,40.1158,67.8422,13.47,50,13,0.6,UZ,1730352538
430,port augusta,-32.5,137.7667,25.84,28,0,7.44,AU,1730352542
431,mossel bay,-34.1831,22.146,14.96,71,0,3.42,ZA,1730352543
432,ambon,-3.6954,128.1814,32.08,74,40,4.12,ID,1730352545
433,soio,-6.1349,12.3689,24.24,83,100,2.06,AO,1730352546
434,monte carmelo,-18.7247,-47.4986,18.88,88,80,2.2,BR,1730352547
435,urangan,-25.3,152.9,23.39,75,2,10.32,AU,1730352548
436,bedesa,8.9,40.7833,19.3,78,97,0.73,ET,1730352549
437,touba,8.2833,-7.6833,21.13,95,69,0.71,CI,1730352550
438,palmer,42.1584,-72.3287,14.73,71,0,0.0,US,1730352551
439,aljezur,37.3191,-8.8033,14.34,86,90,4.52,PT,1730352552
440,raja,8.4596,25.678,23.0,63,100,0.89,SS,1730352554
441,timbuktu,16.7735,-3.0074,27.35,15,87,3.1,ML,1730352555
442,san martin de los andes,-40.1604,-71.3486,5.41,94,1,2.55,AR,1730352556
443,yuzhno-kurilsk,44.0306,145.8556,10.26,64,7,9.51,RU,1730352557
444,dongola,19.1667,30.4833,19.18,37,0,3.65,SD,1730352558
445,road town,18.4167,-64.6167,25.01,81,100,7.95,VG,1730352559
446,santa cruz,-17.8,-63.1667,24.7,94,20,2.57,BO,1730352561
447,sandikli,38.4647,30.2695,5.96,81,3,2.63,TR,1730352562
448,camiri,-20.05,-63.5167,22.8,68,85,1.04,BO,1730352563
449,nizao,18.25,-70.2,23.3,79,90,6.72,DO,1730352564
450,weno,7.4515,151.8468,31.97,74,100,2.06,FM,1730352566
451,canutama,-6.5339,-64.3831,27.9,59,99,1.7,BR,1730352567
452,natal,-5.795,-35.2094,25.12,83,40,4.12,BR,1730352568
453,guatire,10.4762,-66.5427,21.64,96,100,1.33,VE,1730352569
454,baruun-urt,46.6806,113.2792,5.46,68,43,2.28,MN,1730352571
455,mana,5.6592,-53.7767,25.91,86,5,2.91,GF,1730352572
456,ha giang,22.8333,104.9833,31.14,51,8,1.49,VN,1730352573
457,lerwick,60.1545,-1.1494,11.7,93,100,14.16,GB,1730352574
458,naze,28.3667,129.4833,25.51,88,100,6.38,JP,1730352575
459,loudi,27.7344,111.9944,24.33,36,0,4.03,CN,1730352576
460,saint-hilaire-de-riez,46.7167,-1.95,12.1,84,0,5.49,FR,1730352577
461,qui nhon,13.7667,109.2333,28.23,78,68,3.17,VN,1730352580
462,bardai,11.65,7.2333,18.96,26,64,3.93,NG,1730352581
463,aransas pass,27.9095,-97.15,27.02,91,0,4.63,US,1730352582
464,al ghayzah,16.2079,52.176,28.03,52,3,0.62,YE,1730352583
465,fuling,29.7022,107.3919,22.4,58,95,1.64,CN,1730352584
466,new norfolk,-42.7826,147.0587,16.07,28,39,2.78,AU,1730352585
467,salahonda,2.1019,-78.7217,25.55,84,100,5.46,CO,1730352586
468,severo-yeniseyskiy,60.3725,93.0408,-6.68,94,100,0.67,RU,1730352588
469,ust-nera,64.5667,143.2,-19.88,98,95,1.72,RU,1730352589
470,antofagasta,-23.65,-70.4,16.6,92,66,2.28,CL,1730352590
471,puerto madryn,-42.7692,-65.0385,15.1,77,22,4.14,AR,1730352591
472,jining,35.405,116.5814,21.16,41,100,2.0,CN,1730352592
473,usogorsk,63.4106,48.6872,0.47,96,100,5.05,RU,1730352593
474,namibe,-15.1961,12.1522,18.01,70,79,1.48,AO,1730352594
475,castillos,-34.1667,-53.8333,16.61,96,33,3.29,UY,1730352595
476,seminole,28.7086,-81.2081,22.9,81,100,3.09,US,1730352596
477,camrose,53.0168,-112.8353,0.24,74,12,3.3,CA,1730352598
478,ouadda,8.0777,22.4007,21.48,69,63,0.56,CF,1730352599
479,hami,42.8,93.45,12.81,32,16,3.36,CN,1730352600
480,smithers,54.7804,-127.1743,3.18,100,100,1.03,CA,1730352601
481,santa vitoria do palmar,-33.5189,-53.3681,17.57,92,7,4.53,BR,1730352602
482,villa paula de sarmiento,-31.4933,-68.5384,27.47,32,32,9.31,AR,1730352603
483,ciudad lazaro cardenas,17.9583,-102.2,25.46,88,72,1.43,MX,1730352604
484,touros,-5.1989,-35.4608,24.84,79,60,5.26,BR,1730352605
485,shadegan,30.6497,48.6647,25.09,30,100,2.01,IR,1730352606
486,skovorodino,53.9833,123.9167,0.53,73,100,2.26,RU,1730352607
487,zaozersk,69.4005,32.4476,-2.06,79,57,9.16,RU,1730352609
488,chernomorskoye,45.5039,32.6997,15.46,75,95,4.01,UA,1730352610
489,eyl,7.9803,49.8164,27.67,59,6,5.88,SO,1730352612
490,brecon,51.9461,-3.3889,7.45,94,2,0.6,GB,1730352613
491,mancio lima,-7.6142,-72.8958,23.93,74,79,1.46,BR,1730352614
492,pak chong,14.708,101.4161,28.38,73,29,2.49,TH,1730352615
493,ca mau,9.1769,105.15,31.53,62,40,5.19,VN,1730352616
494,bakanas,44.8081,76.2772,12.12,40,66,2.49,KZ,1730352618
495,revda,56.801,59.9303,1.32,61,8,2.97,RU,1730352619
496,hernando,28.5419,-82.4582,21.53,89,0,3.09,US,1730352620
497,ixtapa,20.7,-105.2,25.13,83,0,2.57,MX,1730352621
498,kimbe,-5.5502,150.1429,27.37,85,54,0.22,PG,1730352622
499,puerto ayacucho,5.6639,-67.6236,24.33,87,68,1.33,VE,1730352623
500,center,31.5107,-96.4247,25.22,79,75,6.69,US,1730352624
501,tindouf,27.6711,-8.1474,15.41,52,96,1.93,DZ,1730352625
502,paraiso,9.8383,-83.8656,18.01,94,100,0.32,CR,1730352627
503,sari,36.5633,53.0601,13.77,82,0,1.03,IR,1730352628
504,westerland,54.9079,8.3033,13.01,82,100,7.2,DE,1730352629
505,fuglafjordur,62.244,-6.814,7.08,93,100,4.08,FO,1730352630
506,lascano,-33.6667,-54.2,15.02,98,58,2.94,UY,1730352631
507,guerrero negro,27.9769,-114.0611,16.88,79,0,4.32,MX,1730352632
508,yopal,5.3378,-72.3959,21.15,76,78,1.87,CO,1730352633
509,aykol,38.1751,77.2132,15.68,24,0,2.4,CN,1730352634
510,tehuitzingo,18.3306,-98.2764,21.0,81,3,1.06,MX,1730352636
511,colonia,50.9333,6.95,12.2,89,100,1.03,DE,1730352637
512,thunder bay,48.4001,-89.3168,-1.01,100,75,1.54,CA,1730352638
513,nova sintra,14.8667,-24.7167,25.77,79,100,5.18,CV,1730352640
514,buenaventura,3.8801,-77.0312,23.32,98,100,0.92,CO,1730352639
515,baturaja,-4.1333,104.1667,36.96,35,96,1.69,ID,1730352642
516,labytnangi,66.6572,66.4183,-4.71,96,99,1.75,RU,1730352643
517,katsuura,35.1333,140.3,18.93,65,90,3.49,JP,1730352644
518,guiuan,11.0333,125.7247,28.82,81,100,5.06,PH,1730352645
519,mandalgovi,45.7625,106.2708,3.08,37,37,3.14,MN,1730352647
520,bucerias,20.75,-105.3333,25.55,83,0,2.57,MX,1730352648
521,rawson,-43.3002,-65.1023,13.16,88,0,3.6,AR,1730352649
522,salalah,17.0151,54.0924,29.05,58,0,1.03,OM,1730352650
523,victorica,-36.2151,-65.4359,18.79,80,85,5.5,AR,1730352651
524,karwar,14.8,74.1333,28.76,73,22,1.58,IN,1730352652
525,bonthe,7.5264,-12.505,24.25,93,100,3.08,SL,1730352653
526,enriquillo,17.9,-71.2333,23.54,84,99,5.18,DO,1730352654
527,atasu,48.6814,71.6433,5.92,76,100,8.38,KZ,1730352656
528,thulamahashi,-24.7246,31.1994,21.4,55,76,4.65,ZA,1730352657
529,jinka,5.65,36.65,21.91,63,94,1.36,ET,1730352658
530,yarmouth,41.7057,-70.2286,16.19,95,0,5.66,US,1730352659
531,ghanzi,-21.5667,21.7833,24.16,16,0,5.94,BW,1730352660
532,goshen,41.5823,-85.8344,19.9,65,0,7.72,US,1730352661
533,wynyard,-41.0,145.7167,17.88,46,19,0.89,AU,1730352662
534,taro,-8.3862,115.28,29.26,63,47,1.56,ID,1730352663
535,horta,38.5333,-28.6333,20.01,90,28,6.71,PT,1730352665
536,lodwar,3.1191,35.5973,32.08,29,21,3.51,KE,1730352666
537,aitape,-3.1374,142.3475,28.68,79,48,0.97,PG,1730352667
538,ziniare,12.5822,-1.2983,24.43,33,31,2.53,BF,1730352668
539,ewo,-0.8725,14.8206,23.11,93,100,2.31,CG,1730352669
540,berdigestyakh,62.0989,126.6992,-14.67,94,79,0.48,RU,1730352670
541,champerico,14.3,-91.9167,27.18,79,63,2.77,GT,1730352671
542,selkirk,50.1436,-96.8845,0.06,53,1,1.48,CA,1730352672
543,sergeyevka,53.88,67.4158,3.18,76,99,3.58,KZ,1730352674
544,mazagao,-0.115,-51.2894,24.1,89,74,1.75,BR,1730352675
545,lata,40.1629,-8.3327,11.86,89,68,2.42,PT,1730352676
546,antonio enes,-16.2325,39.9086,27.97,69,78,4.41,MZ,1730352677
547,balcarce,-37.8462,-58.2552,17.68,92,100,3.64,AR,1730352678
548,kirkkonummi,60.1238,24.4385,4.32,82,73,5.14,FI,1730352679
549,sinabang,2.4803,96.3801,30.35,65,70,1.58,ID,1730352680
550,kuala tungkal,-0.8167,103.4667,32.39,56,94,0.59,ID,1730352681
551,norfolk county,42.1668,-71.2495,15.51,90,100,0.45,US,1730352682
552,chinde,26.8212,87.7095,27.42,59,17,3.0,NP,1730352684
553,kokshetau,53.2775,69.3883,2.18,87,75,4.0,KZ,1730352685
554,kenora,49.8167,-94.4337,-0.46,80,0,3.09,CA,1730352686
555,kiunga,-6.1219,141.2906,26.86,85,96,1.51,PG,1730352687
556,suva,-18.1416,178.4415,26.71,78,75,4.12,FJ,1730352688
557,paita,-5.0892,-81.1144,17.01,83,28,5.12,PE,1730352689
558,versailles,48.8,2.1333,11.14,96,100,3.6,FR,1730352690
559,awjilah,29.1081,21.2869,16.76,75,0,3.94,LY,1730352691
560,coquimbo,-29.9533,-71.3436,13.85,97,100,1.03,CL,1730352693
561,northam,51.0333,-4.2167,10.59,87,27,1.96,GB,1730352694
562,salinas,36.6777,-121.6555,11.02,79,0,2.06,US,1730352584
563,maturin,9.75,-63.1767,25.91,94,41,1.03,VE,1730352696
564,westport,41.1415,-73.3579,17.53,90,0,2.57,US,1730352697
565,kribi,2.95,9.9167,24.37,92,81,1.36,CM,1730352698
566,tralee,52.2704,-9.7026,12.07,87,99,0.99,IE,1730352699
567,tual,-5.6667,132.75,29.35,70,94,3.09,ID,1730352700
568,kaya,13.0917,-1.0844,24.85,26,60,2.19,BF,1730352701
569,villa del totoral,-30.8167,-63.7167,22.02,44,43,1.91,AR,1730352702
570,sandnessjoen,66.0217,12.6316,2.06,87,75,4.63,NO,1730352704
571,monitos,8.25,-76.05,24.05,91,100,2.02,CO,1730352706
572,kerikeri,-35.2268,173.9474,19.39,62,9,2.68,NZ,1730352708
573,opuwo,-18.0607,13.84,23.79,15,5,1.35,NA,1730352709
